Date,Balancing Authority,Demand (MW),Net Generation (MW),Total Interchange (MW)
4/6/20,NYIS,333526,279330,-54196
4/6/20,SWPP,606665,624649,17984
4/7/20,CISO,511521,322805,-137549
4/7/20,ERCO,977566,962568,-14999
4/7/20,FPL,342314,354510,12196
4/7/20,MISO,1497789,1335251,-182341
4/7/20,NYIS,331020,272707,-58313
4/7/20,SWPP,625451,625397,-52
4/8/20,CISO,510158,302692,-147165
4/8/20,ERCO,1042383,1030980,-11405
4/8/20,FPL,364019,372888,8869
4/8/20,MISO,1522093,1388995,-156892
4/8/20,NYIS,338419,280360,-58059
4/8/20,SWPP,647863,650513,2649
4/9/20,CISO,523076,300469,-157050
4/9/20,ERCO,973285,962604,-10679
4/9/20,FPL,379561,388884,9323
4/9/20,MISO,1509486,1426351,-115787
4/9/20,NYIS,352504,292759,-59745
4/9/20,SWPP,606991,606244,-750
4/10/20,CISO,496006,292161,-144197
4/10/20,ERCO,852187,849657,-2529
4/10/20,FPL,370229,381877,11648
4/10/20,MISO,1416546,1272152,-161245
4/10/20,NYIS,357981,300589,-57392
4/10/20,SWPP,593876,601486,7610
4/11/20,CISO,446118,291889,-97588
4/11/20,ERCO,835969,828225,-7741
4/11/20,FPL,332063,342299,10236
4/11/20,MISO,1342189,1220285,-140081
4/11/20,NYIS,333834,285610,-48224
4/11/20,SWPP,570520,597792,27270
4/12/20,CISO,444133,306326,-80763
4/12/20,ERCO,907665,904615,-3047
4/12/20,FPL,370623,381967,11344
4/12/20,MISO,1370378,1256158,-137394
4/12/20,NYIS,324822,275228,-49594
4/12/20,SWPP,578778,598099,19319
4/13/20,CISO,476963,352055,-60548
4/13/20,ERCO,831415,831373,-41
4/13/20,FPL,408502,419895,11393
4/13/20,MISO,1485664,1370749,-140569
4/13/20,NYIS,348042,304442,-43600
4/13/20,SWPP,653028,654260,1235
4/14/20,CISO,474402,309758,-104972
4/14/20,ERCO,843461,841376,-2079
4/14/20,FPL,402571,411346,8775
4/14/20,MISO,1528262,1398100,-144571
4/14/20,NYIS,340531,304598,-35933
4/14/20,SWPP,648891,639830,-9061
4/15/20,CISO,479115,306342,-116095
4/15/20,ERCO,840158,837917,-2244
4/15/20,FPL,404051,411490,7439
4/15/20,MISO,1529521,1370211,-166731
4/15/20,NYIS,345929,308443,-37486
4/15/20,SWPP,635775,638333,2560
4/16/20,CISO,478009,311738,-104857
4/16/20,ERCO,844447,838656,-5787
4/16/20,FPL,347782,360649,12867
4/16/20,MISO,1504472,1325380,-191325
4/16/20,NYIS,353853,317688,-36165
4/16/20,SWPP,635451,656372,20920
4/17/20,CISO,486208,298380,-115211
4/17/20,ERCO,860351,857540,-2810
4/17/20,FPL,351834,362710,10876
4/17/20,MISO,1483738,1326428,-175538
4/17/20,NYIS,356150,315842,-40308
4/17/20,SWPP,631583,631909,327
4/18/20,CISO,461376,276821,-110491
4/18/20,ERCO,826621,825245,-1373
4/18/20,FPL,351558,363562,12004
4/18/20,MISO,1371519,1225399,-174003
4/18/20,NYIS,345884,293986,-51898
4/18/20,SWPP,595444,593088,-2357
4/19/20,CISO,435733,272758,-93023
4/19/20,ERCO,858592,854608,-3986
4/19/20,FPL,371377,381857,10480
4/19/20,MISO,1339427,1159027,-205613
4/19/20,NYIS,325658,272917,-52741
4/19/20,SWPP,556116,545308,-10808
4/20/20,CISO,486666,307289,-103465
4/20/20,ERCO,897703,892052,-5648
4/20/20,FPL,392928,392970,42
4/20/20,MISO,1436494,1275901,-189593
4/20/20,NYIS,339649,279788,-59861
4/20/20,SWPP,597246,582544,-15073
4/21/20,CISO,480236,304734,-103479
4/21/20,ERCO,948872,941056,-7815
4/21/20,FPL,374271,384728,10457
4/21/20,MISO,1463963,1299688,-190505
4/21/20,NYIS,358177,308570,-49607
4/21/20,SWPP,602715,604144,1429
4/22/20,CISO,504997,305679,-127930
4/22/20,ERCO,961233,956407,-4821
4/22/20,FPL,347849,358113,10264
4/22/20,MISO,1461371,1306685,-180748
4/22/20,NYIS,359643,319139,-40504
4/22/20,SWPP,568139,572170,4658
4/23/20,CISO,529888,328885,-118690
4/23/20,ERCO,966548,954715,-11834
4/23/20,FPL,378714,388657,9943
4/23/20,MISO,1466299,1296661,-189438
4/23/20,NYIS,361849,303072,-58777
4/23/20,SWPP,510287,518745,7600
4/24/20,CISO,563017,342084,-132091
4/24/20,ERCO,975563,968386,-7178
4/24/20,FPL,373493,381835,8342
4/24/20,MISO,1421000,1245763,-188595
4/24/20,NYIS,358646,300785,-57861
4/24/20,SWPP,589501,604200,14711
4/25/20,CISO,547617,326333,-137826
4/25/20,ERCO,851879,844718,-7163
4/25/20,FPL,352970,363486,10516
4/25/20,MISO,1346203,1178581,-178259
4/25/20,NYIS,317807,247394,-70413
4/25/20,SWPP,551108,554476,3368
4/26/20,CISO,507560,320439,-116294
4/26/20,ERCO,853848,853472,-381
4/26/20,FPL,322681,335532,12851
4/26/20,MISO,1322359,1159501,-176789
4/26/20,NYIS,335571,280033,-55538
4/26/20,SWPP,554806,554327,-477
4/27/20,CISO,542810,355053,-112567
4/27/20,ERCO,935339,933135,-2207
4/27/20,FPL,304205,314818,10613
4/27/20,MISO,1415919,1279795,-150682
4/27/20,NYIS,356112,294617,-61495
4/27/20,SWPP,601465,597737,-3725
4/28/20,CISO,580540,355747,-144445
4/28/20,ERCO,1029702,1024978,-4756
4/28/20,FPL,307614,318852,11238
4/28/20,MISO,1446170,1293422,-170629
4/28/20,NYIS,337534,274272,-63262
4/28/20,SWPP,624064,639969,15904
4/29/20,CISO,573748,336463,-149312
4/29/20,ERCO,923138,921031,-2110
4/29/20,FPL,342110,356531,14421
4/29/20,MISO,1421904,1269762,-175611
4/29/20,NYIS,345988,293716,-52272
4/29/20,SWPP,592822,599865,7039
4/30/20,CISO,552066,341204,-124917
4/30/20,ERCO,901495,900714,-780
4/30/20,FPL,317936,329862,11926
4/30/20,MISO,1426881,1263924,-177814
4/30/20,NYIS,350924,302395,-48529
4/30/20,SWPP,600132,590153,-9984
5/1/20,CISO,536019,328935,-128841
5/1/20,ERCO,945844,942360,-3482
5/1/20,FPL,294211,300056,5845
5/1/20,MISO,1407355,1263067,-161647
5/1/20,NYIS,339664,271620,-68044
5/1/20,SWPP,624427,625716,1289
5/2/20,CISO,501043,317126,-102908
5/2/20,ERCO,987975,986489,-1485
5/2/20,FPL,303137,305265,2128
5/2/20,MISO,1360213,1215136,-163254
5/2/20,NYIS,310851,243259,-67592
5/2/20,SWPP,619830,616064,-3767
5/3/20,CISO,471690,283529,-109868
5/3/20,ERCO,1031171,1022999,-8174
5/3/20,FPL,323587,325617,2030
5/3/20,MISO,1347388,1178757,-184102
5/3/20,NYIS,308151,259128,-49023
5/3/20,SWPP,601020,592958,-8062
5/4/20,CISO,536321,315934,-134765
5/4/20,ERCO,1120339,1112336,-8003
5/4/20,FPL,350015,352672,2657
5/4/20,MISO,1460923,1314982,-165769
5/4/20,NYIS,337291,287576,-49715
5/4/20,SWPP,647721,649681,1956
5/5/20,CISO,572604,331607,-156209
5/5/20,ERCO,1044256,1043228,-1023
5/5/20,FPL,367197,367720,523
5/5/20,MISO,1496320,1344052,-173763
5/5/20,NYIS,332300,283313,-48987
5/5/20,SWPP,600005,595582,-4423
5/6/20,CISO,594671,343498,-171853
5/6/20,ERCO,942490,940417,-2070
5/6/20,FPL,369536,367280,-2256
5/6/20,MISO,1454252,1321182,-146509
5/6/20,NYIS,344727,294355,-50372
5/6/20,SWPP,586195,575084,-11113
5/7/20,CISO,613449,331329,-194713
5/7/20,ERCO,966861,965795,-1064
5/7/20,FPL,323612,329354,5742
5/7/20,MISO,1428024,1264321,-181579
5/7/20,NYIS,335328,284555,-50773
5/7/20,SWPP,601405,602178,775
5/8/20,CISO,613369,329734,-191923
5/8/20,ERCO,976829,977886,1057
5/8/20,FPL,314164,318166,4002
5/8/20,MISO,1426327,1266115,-176345
5/8/20,NYIS,346524,287516,-59008
5/8/20,SWPP,574818,570236,-4581
5/9/20,CISO,560123,310343,-168006
5/9/20,ERCO,812739,810451,-2290
5/9/20,FPL,330806,333995,3189
5/9/20,MISO,1328026,1189489,-154723
5/9/20,NYIS,344123,286369,-57754
5/9/20,SWPP,549198,551717,2521
5/10/20,CISO,509752,300662,-134963
5/10/20,ERCO,830556,827239,-3318
5/10/20,FPL,288400,293205,4805
5/10/20,MISO,1318261,1151943,-185678
5/10/20,NYIS,322396,267110,-55286
5/10/20,SWPP,535893,538497,2599
5/11/20,CISO,540698,318359,-144503
5/11/20,ERCO,929024,928865,-161
5/11/20,FPL,327130,330170,3040
5/11/20,MISO,1454114,1287930,-180544
5/11/20,NYIS,349356,290966,-58390
5/11/20,SWPP,587976,582777,-5202
5/12/20,CISO,532548,302455,-149097
5/12/20,ERCO,944481,942359,-2119
5/12/20,FPL,335859,339976,4117
5/12/20,MISO,1468222,1272320,-208268
5/12/20,NYIS,346632,297163,-49469
5/12/20,SWPP,598659,591675,-6987
5/13/20,CISO,528823,298193,-154381
5/13/20,ERCO,1002249,1003869,1621
5/13/20,FPL,337570,345337,7767
5/13/20,MISO,1491948,1314150,-195102
5/13/20,NYIS,339307,292473,-46834
5/13/20,SWPP,608946,597380,-11565
5/14/20,CISO,532379,300270,-155176
5/14/20,ERCO,1088412,1081821,-6592
5/14/20,FPL,328507,333821,5314
5/14/20,MISO,1493941,1281585,-230357
5/14/20,NYIS,337978,280585,-57393
5/14/20,SWPP,640526,646246,5723
5/15/20,CISO,535885,317158,-141331
5/15/20,ERCO,1051441,1049228,-2216
5/15/20,FPL,324991,333488,8497
5/15/20,MISO,1472024,1284250,-202312
5/15/20,NYIS,349492,306906,-42586
5/15/20,SWPP,616635,614958,-1675
5/16/20,CISO,522102,279046,-158878
5/16/20,ERCO,867541,866588,-954
5/16/20,FPL,346650,352317,5667
5/16/20,MISO,1400000,1215701,-196741
5/16/20,NYIS,329775,267693,-62082
5/16/20,SWPP,570156,558400,-11757
5/17/20,CISO,501801,279803,-141182
5/17/20,ERCO,922086,915834,-6256
5/17/20,FPL,364101,367856,3755
5/17/20,MISO,1393904,1230806,-183664
5/17/20,NYIS,314957,247999,-66958
5/17/20,SWPP,572247,570220,-2028
5/18/20,CISO,525215,293677,-143449
5/18/20,ERCO,1077038,1070405,-6638
5/18/20,FPL,341123,346181,5058
5/18/20,MISO,1506546,1356644,-169955
5/18/20,NYIS,338796,274296,-64500
5/18/20,SWPP,620615,611521,-9094
5/19/20,CISO,507489,294649,-135110
5/19/20,ERCO,1167910,1160117,-7794
5/19/20,FPL,361749,369065,7316
5/19/20,MISO,1521614,1311998,-227517
5/19/20,NYIS,332387,267236,-65151
5/19/20,SWPP,634645,631963,-2675
5/20/20,CISO,515837,289309,-150369
5/20/20,ERCO,1138352,1132149,-6200
5/20/20,FPL,380856,386897,6041
5/20/20,MISO,1515337,1299663,-234439
5/20/20,NYIS,331513,262627,-68886
5/20/20,SWPP,633011,631485,-1525
5/21/20,CISO,543421,289431,-173876
5/21/20,ERCO,1122557,1122204,-353
5/21/20,FPL,390245,394750,4505
5/21/20,MISO,1545584,1345293,-217804
5/21/20,NYIS,332967,266746,-66221
5/21/20,SWPP,635686,630255,-5428
5/22/20,CISO,533523,301474,-150792
5/22/20,ERCO,1184436,1177708,-6725
5/22/20,FPL,390608,395550,4942
5/22/20,MISO,1554870,1358063,-212036
5/22/20,NYIS,347239,281458,-65781
5/22/20,SWPP,642818,630504,-12314
5/23/20,CISO,492262,277534,-137045
5/23/20,ERCO,1130485,1127002,-3484
5/23/20,FPL,378386,386463,8077
5/23/20,MISO,1483147,1311231,-186036
5/23/20,NYIS,342404,268433,-73971
5/23/20,SWPP,632721,602739,-29983
5/24/20,CISO,497070,281628,-139586
5/24/20,ERCO,1032570,1027208,-5359
5/24/20,FPL,327910,338557,10647
5/24/20,MISO,1520323,1347119,-192351
5/24/20,NYIS,321627,250569,-71058
5/24/20,SWPP,630730,633944,3212
5/25/20,CISO,576603,325611,-174864
5/25/20,ERCO,895463,895886,421
5/25/20,FPL,316931,323809,6878
5/25/20,MISO,1603069,1389565,-229548
5/25/20,NYIS,339453,284171,-55282
5/25/20,SWPP,579575,595522,15940
5/26/20,CISO,682120,400744,-185649
5/26/20,ERCO,953669,951483,-2184
5/26/20,FPL,354845,361551,6706
5/26/20,MISO,1783525,1599796,-201563
5/26/20,NYIS,392903,327873,-65030
5/26/20,SWPP,611484,612572,1093
5/27/20,CISO,704710,431880,-177810
5/27/20,ERCO,991174,990823,-353
5/27/20,FPL,377820,381185,3365
5/27/20,MISO,1769590,1601681,-184857
5/27/20,NYIS,409021,335924,-73097
5/27/20,SWPP,634559,624600,-9963
5/28/20,CISO,675693,419559,-161744
5/28/20,ERCO,1016352,1015239,-1067
5/28/20,FPL,400570,402851,2281
5/28/20,MISO,1691409,1572843,-137443
5/28/20,NYIS,406851,339188,-67663
5/28/20,SWPP,642268,639170,-3098
5/29/20,CISO,618943,335538,-186273
5/29/20,ERCO,1031590,1033199,1608
5/29/20,FPL,404744,405970,1226
5/29/20,MISO,1588026,1466567,-129935
5/29/20,NYIS,415414,341653,-73761
5/29/20,SWPP,653445,638150,-15292
5/30/20,CISO,543342,307725,-154849
5/30/20,ERCO,995760,994782,-978
5/30/20,FPL,403349,404950,1601
5/30/20,MISO,1444728,1284020,-167716
5/30/20,NYIS,368260,312945,-55315
5/30/20,SWPP,626670,625551,-1118
5/31/20,CISO,520615,288368,-154929
5/31/20,ERCO,966173,963520,-2652
5/31/20,FPL,405936,405873,-63
5/31/20,MISO,1429877,1258496,-184155
5/31/20,NYIS,325062,288033,-37029
5/31/20,SWPP,638348,650339,11993
6/1/20,CISO,596814,331810,-176136
6/1/20,ERCO,1023899,1018498,-5397
6/1/20,FPL,416457,416408,-49
6/1/20,MISO,1640531,1480415,-177151
6/1/20,NYIS,342877,306510,-36367
6/1/20,SWPP,723542,725386,1845
6/2/20,CISO,652064,382625,-174325
6/2/20,ERCO,1110233,1107024,-3213
6/2/20,FPL,392612,395907,3295
6/2/20,MISO,1876639,1695691,-205180
6/2/20,NYIS,354817,309316,-45501
6/2/20,SWPP,771230,767267,-3961
6/3/20,CISO,723311,469451,-155109
6/3/20,ERCO,1159014,1155037,-3973
6/3/20,FPL,348013,353425,5412
6/3/20,MISO,1899766,1766435,-154203
6/3/20,NYIS,387358,334046,-53312
6/3/20,SWPP,824048,818006,-6039
6/4/20,CISO,695179,443181,-155765
6/4/20,ERCO,1222962,1218355,-4607
6/4/20,FPL,334105,338119,4014
6/4/20,MISO,1891959,1742471,-167214
6/4/20,NYIS,421995,361910,-60085
6/4/20,SWPP,827886,816203,-11686
6/5/20,CISO,591570,355614,-151592
6/5/20,ERCO,1240213,1234833,-5382
6/5/20,FPL,364167,365898,1731
6/5/20,MISO,1905817,1756698,-166686
6/5/20,NYIS,437673,372193,-65480
6/5/20,SWPP,838662,834095,-4569
6/6/20,CISO,516923,307898,-131973
6/6/20,ERCO,1223817,1218730,-5091
6/6/20,FPL,366402,369965,3563
6/6/20,MISO,1759787,1620411,-159415
6/6/20,NYIS,422362,352936,-69426
6/6/20,SWPP,837800,838500,701
6/7/20,CISO,480756,271453,-142991
6/7/20,ERCO,1214415,1206894,-7517
6/7/20,FPL,395886,395878,-8
6/7/20,MISO,1697774,1563268,-151113
6/7/20,NYIS,356636,292307,-64329
6/7/20,SWPP,828541,832573,4029
6/8/20,CISO,559714,325659,-162158
6/8/20,ERCO,1298190,1283128,-15061
6/8/20,FPL,421318,420979,-339
6/8/20,MISO,1910664,1766216,-168162
6/8/20,NYIS,383467,323012,-60455
6/8/20,SWPP,897983,905949,8671
6/9/20,CISO,640249,391539,-156947
6/9/20,ERCO,1318932,1316125,-2824
6/9/20,FPL,432628,429353,-3275
6/9/20,MISO,1994896,1843140,-176089
6/9/20,NYIS,435300,362521,-72779
6/9/20,SWPP,809229,813857,4623
6/10/20,CISO,702040,453212,-154915
6/10/20,ERCO,1118188,1107663,-10526
6/10/20,FPL,437339,432011,-5328
6/10/20,MISO,1873915,1757735,-143960
6/10/20,NYIS,479478,402931,-76547
6/10/20,SWPP,682746,692028,9287
6/11/20,CISO,698516,445190,-163961
6/11/20,ERCO,1115754,1114515,-1239
6/11/20,FPL,413763,413099,-664
6/11/20,MISO,1711512,1587678,-142697
6/11/20,NYIS,459278,387160,-72118
6/11/20,SWPP,740509,740721,206
6/12/20,CISO,612170,371790,-165248
6/12/20,ERCO,1112831,1106751,-6075
6/12/20,FPL,405122,406647,1525
6/12/20,MISO,1709915,1543536,-184412
6/12/20,NYIS,428356,360299,-68057
6/12/20,SWPP,778872,782461,3592
6/13/20,CISO,538654,322549,-146719
6/13/20,ERCO,1106045,1097996,-8042
6/13/20,FPL,389630,391971,2341
6/13/20,MISO,1587520,1435883,-171168
6/13/20,NYIS,357046,296190,-60856
6/13/20,SWPP,783687,795578,11896
6/14/20,CISO,532133,315414,-155551
6/14/20,ERCO,1113058,1108058,-4998
6/14/20,FPL,381438,381623,185
6/14/20,MISO,1563838,1438507,-144027
6/14/20,NYIS,337827,279634,-58193
6/14/20,SWPP,794285,800725,6440
6/15/20,CISO,607834,369953,-160845
6/15/20,ERCO,1219883,1217702,-2181
6/15/20,FPL,387481,388707,1226
6/15/20,MISO,1767924,1619805,-170038
6/15/20,NYIS,373907,309264,-64643
6/15/20,SWPP,851630,852701,1068
6/16/20,CISO,592573,367523,-155998
6/16/20,ERCO,1231745,1229315,-2431
6/16/20,FPL,383882,386301,2419
6/16/20,MISO,1869183,1694134,-199558
6/16/20,NYIS,386066,322962,-63104
6/16/20,SWPP,863914,867760,3848
6/17/20,CISO,601927,363730,-164816
6/17/20,ERCO,1224844,1223265,-1578
6/17/20,FPL,381907,385523,3616
6/17/20,MISO,1924417,1735270,-212419
6/17/20,NYIS,405260,340015,-65245
6/17/20,SWPP,865393,867678,2285
6/18/20,CISO,624524,384041,-163395
6/18/20,ERCO,1225533,1223097,-2437
6/18/20,FPL,375794,378760,2966
6/18/20,MISO,1949081,1761617,-201688
6/18/20,NYIS,437800,369407,-68393
6/18/20,SWPP,851400,851527,130
6/19/20,CISO,629863,378829,-169315
6/19/20,ERCO,1211442,1208720,-2719
6/19/20,FPL,367508,372863,5355
6/19/20,MISO,1947468,1751868,-216896
6/19/20,NYIS,459477,392359,-67118
6/19/20,SWPP,751809,754746,2938
6/20/20,CISO,591894,352294,-164606
6/20/20,ERCO,1120680,1119826,-853
6/20/20,FPL,396683,398359,1676
6/20/20,MISO,1840331,1669461,-194418
6/20/20,NYIS,454682,387114,-67568
6/20/20,SWPP,724171,716186,-7980
6/21/20,CISO,584259,370733,-152523
6/21/20,ERCO,1125769,1119403,-6364
6/21/20,FPL,405326,406222,896
6/21/20,MISO,1766648,1608291,-178513
6/21/20,NYIS,467528,388278,-79250
6/21/20,SWPP,737953,747857,9914
6/22/20,CISO,668012,426201,-168658
6/22/20,ERCO,1167808,1168709,902
6/22/20,FPL,437219,436933,-286
6/22/20,MISO,1844365,1705349,-161243
6/22/20,NYIS,529362,438798,-90564
6/22/20,SWPP,794691,789843,-4846
6/23/20,CISO,689113,440191,-166796
6/23/20,ERCO,1106601,1106756,150
6/23/20,FPL,449543,446300,-3243
6/23/20,MISO,1786472,1663146,-146176
6/23/20,NYIS,528120,439024,-89096
6/23/20,SWPP,762753,756922,-5832
6/24/20,CISO,693023,437576,-169741
6/24/20,ERCO,1123970,1123747,-225
6/24/20,FPL,461423,461203,-220
6/24/20,MISO,1754215,1609529,-166084
6/24/20,NYIS,493863,413686,-80177
6/24/20,SWPP,786472,793096,6623
6/25/20,CISO,686557,431912,-172903
6/25/20,ERCO,1154901,1150882,-4019
6/25/20,FPL,469085,464537,-4548
6/25/20,MISO,1849914,1681992,-191008
6/25/20,NYIS,464667,402877,-61790
6/25/20,SWPP,839185,851907,12722
6/26/20,CISO,689431,414070,-185874
6/26/20,ERCO,1143069,1143220,154
6/26/20,FPL,464669,458187,-6482
6/26/20,MISO,1917169,1720294,-221042
6/26/20,NYIS,471196,406242,-64954
6/26/20,SWPP,856662,858388,1726
6/27/20,CISO,647649,420829,-148009
6/27/20,ERCO,1182018,1182080,60
6/27/20,FPL,450924,449105,-1819
6/27/20,MISO,1877849,1666102,-235677
6/27/20,NYIS,435377,388582,-46795
6/27/20,SWPP,810589,818409,7819
6/28/20,CISO,552283,359555,-124878
6/28/20,ERCO,1173675,1170085,-3589
6/28/20,FPL,446825,444790,-2035
6/28/20,MISO,1894992,1720341,-201381
6/28/20,NYIS,460176,393205,-66971
6/28/20,SWPP,829044,844129,15087
6/29/20,CISO,596227,364609,-163236
6/29/20,ERCO,1278404,1275774,-2633
6/29/20,FPL,458568,452155,-6413
6/29/20,MISO,2072750,1907558,-191609
6/29/20,NYIS,491415,415400,-76015
6/29/20,SWPP,893550,906436,12884
6/30/20,CISO,632598,358383,-196596
6/30/20,ERCO,1306987,1304355,-2635
6/30/20,FPL,459463,450385,-9078
6/30/20,MISO,2090628,1929123,-190476
6/30/20,NYIS,462231,401854,-60377
6/30/20,SWPP,920527,923881,3355
7/1/20,CISO,630110,355873,-189374
7/1/20,ERCO,1327597,1325084,-2508
7/1/20,FPL,449161,445756,-3405
7/1/20,MISO,2095838,1912553,-207069
7/1/20,NYIS,466835,384745,-82090
7/1/20,SWPP,912022,891164,-20889
7/2/20,CISO,626580,362724,-188166
7/2/20,ERCO,1320490,1318979,-1507
7/2/20,FPL,441874,442366,492
7/2/20,MISO,2121111,1950809,-199033
7/2/20,NYIS,504550,417478,-87072
7/2/20,SWPP,905902,893242,-12662
7/3/20,CISO,612529,356822,-180573
7/3/20,ERCO,1273510,1266770,-6740
7/3/20,FPL,438719,439305,586
7/3/20,MISO,2026543,1857519,-193028
7/3/20,NYIS,506370,412389,-93981
7/3/20,SWPP,852454,838595,-13860
7/4/20,CISO,615830,355743,-179385
7/4/20,ERCO,1239983,1232201,-7784
7/4/20,FPL,424832,423440,-1392
7/4/20,MISO,1941803,1766641,-200050
7/4/20,NYIS,460584,373757,-86827
7/4/20,SWPP,810039,797277,-12756
7/5/20,CISO,632193,401470,-160366
7/5/20,ERCO,1230153,1226812,-3335
7/5/20,FPL,397998,397198,-800
7/5/20,MISO,1964177,1789263,-201238
7/5/20,NYIS,481033,397770,-83263
7/5/20,SWPP,817725,799711,-17980
7/6/20,CISO,686286,465218,-144530
7/6/20,ERCO,1246951,1246157,-796
7/6/20,FPL,389938,387073,-2865
7/6/20,MISO,2159826,1996705,-192289
7/6/20,NYIS,534612,438489,-96123
7/6/20,SWPP,883461,867946,-15521
7/7/20,CISO,681426,445895,-162581
7/7/20,ERCO,1255083,1250495,-4589
7/7/20,FPL,421328,418531,-2797
7/7/20,MISO,2206911,2045004,-193667
7/7/20,NYIS,518063,431971,-86092
7/7/20,SWPP,905791,897737,-8049
7/8/20,CISO,682016,447753,-158417
7/8/20,ERCO,1323585,1318053,-5534
7/8/20,FPL,437705,434923,-2782
7/8/20,MISO,2236617,2088483,-180550
7/8/20,NYIS,546111,462305,-83806
7/8/20,SWPP,950445,958660,8219
7/9/20,CISO,700232,460705,-160819
7/9/20,ERCO,1369259,1365099,-4160
7/9/20,FPL,459844,450656,-9188
7/9/20,MISO,2232414,2097887,-168642
7/9/20,NYIS,568242,484977,-83265
7/9/20,SWPP,896816,909613,12792
7/10/20,CISO,737227,495802,-162029
7/10/20,ERCO,1367486,1361707,-5782
7/10/20,FPL,452484,449999,-2485
7/10/20,MISO,2115424,1968240,-172771
7/10/20,NYIS,538624,461816,-76808
7/10/20,SWPP,873550,878502,4920
7/11/20,CISO,748217,498450,-168196
7/11/20,ERCO,1355807,1351196,-4609
7/11/20,FPL,407938,404477,-3461
7/11/20,MISO,2009443,1851815,-183065
7/11/20,NYIS,505563,421095,-84468
7/11/20,SWPP,888439,893012,4579
7/12/20,CISO,736183,522642,-145286
7/12/20,ERCO,1321827,1315262,-6559
7/12/20,FPL,399263,388511,-10752
7/12/20,MISO,1919609,1766216,-171346
7/12/20,NYIS,490645,411196,-79449
7/12/20,SWPP,837139,834589,-2550
7/13/20,CISO,756358,525171,-160802
7/13/20,ERCO,1427935,1418962,-8975
7/13/20,FPL,438868,433456,-5412
7/13/20,MISO,2050528,1904361,-171963
7/13/20,NYIS,522728,446271,-76457
7/13/20,SWPP,893821,904833,11015
7/14/20,CISO,707337,479494,-154961
7/14/20,ERCO,1404209,1402854,-1381
7/14/20,FPL,448658,445586,-3072
7/14/20,MISO,2085460,1952371,-158565
7/14/20,NYIS,507747,428697,-79050
7/14/20,SWPP,926246,929069,2823
7/15/20,CISO,696349,456494,-163918
7/15/20,ERCO,1382571,1382546,-21
7/15/20,FPL,430407,428552,-1855
7/15/20,MISO,2082964,1962280,-146964
7/15/20,NYIS,500716,422898,-77818
7/15/20,SWPP,892872,881819,-11052
7/16/20,CISO,685616,443973,-158996
7/16/20,ERCO,1393791,1391461,-2328
7/16/20,FPL,430605,429653,-952
7/16/20,MISO,2038761,1927768,-137784
7/16/20,NYIS,477647,408779,-68868
7/16/20,SWPP,898248,885517,-12734
7/17/20,CISO,689294,432257,-170739
7/17/20,ERCO,1349860,1346853,-3009
7/17/20,FPL,410144,410771,627
7/17/20,MISO,2131785,2004244,-158814
7/17/20,NYIS,487883,414788,-73095
7/17/20,SWPP,953412,949571,-3841
7/18/20,CISO,663914,410612,-172889
7/18/20,ERCO,1260282,1257385,-2902
7/18/20,FPL,374653,376309,1656
7/18/20,MISO,2129105,2010039,-153024
7/18/20,NYIS,510991,430809,-80182
7/18/20,SWPP,940525,944106,3582
7/19/20,CISO,636416,421098,-143617
7/19/20,ERCO,1265144,1261752,-3386
7/19/20,FPL,416145,416452,307
7/19/20,MISO,2021356,1898004,-152046
7/19/20,NYIS,547632,474130,-73502
7/19/20,SWPP,891309,887920,-3391
7/20/20,CISO,683912,466600,-136117
7/20/20,ERCO,1307477,1305863,-1610
7/20/20,FPL,429474,428551,-923
7/20/20,MISO,2045220,1919125,-150237
7/20/20,NYIS,607949,531408,-76541
7/20/20,SWPP,885039,884960,-75
7/21/20,CISO,687762,439335,-161190
7/21/20,ERCO,1262833,1261814,-1023
7/21/20,FPL,400628,401780,1152
7/21/20,MISO,2046190,1900608,-167873
7/21/20,NYIS,569133,493252,-75881
7/21/20,SWPP,859515,854464,-5050
7/22/20,CISO,660245,395402,-179418
7/22/20,ERCO,1300808,1297099,-3704
7/22/20,FPL,374863,378127,3264
7/22/20,MISO,2058132,1903240,-179024
7/22/20,NYIS,573146,488309,-84837
7/22/20,SWPP,887060,890876,3813
7/23/20,CISO,647069,385939,-177388
7/23/20,ERCO,1349777,1337476,-12302
7/23/20,FPL,371487,376792,5305
7/23/20,MISO,2058784,1907062,-178343
7/23/20,NYIS,563358,482137,-81221
7/23/20,SWPP,923476,933066,9594
7/24/20,CISO,650041,376387,-191810
7/24/20,ERCO,1338956,1331054,-7898
7/24/20,FPL,406748,408762,2014
7/24/20,MISO,2088660,1951898,-161965
7/24/20,NYIS,524058,437102,-86956
7/24/20,SWPP,948606,949021,414
