Natural Gas Type,Count Emissions from Building Well Infrastructure,Methane Leakage Parameter,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Conventional,No,EPA (1.4%),Processing: Non-Combustion ,total,pm10,,0.000000019,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Processing: Non-Combustion ,total,pm10,,0.000000019,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Recovery,electricity,pm10,,4.07E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EPA (1.4%),Recovery,electricity,pm10,,4.07E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EPA (1.4%),Recovery,total,pm10,,0.000000252,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Recovery,total,pm10,,0.000000707,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing,electricity,pm10,,0.000000013,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing,electricity,pm10,,0.000000013,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing,total,pm10,,0.00000013,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing,total,pm10,,0.000000144,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing: Non-Combustion ,total,pm10,,0.000000019,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing: Non-Combustion ,total,pm10,,0.000000019,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,electricity,pm10,,3.97E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Recovery,electricity,pm10,,3.97E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,total,pm10,,0.000000247,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Recovery,total,pm10,,0.000000763,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,EPA (1.4%),Processing,electricity,pm10,,0.000000013,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,EPA (1.4%),Processing,electricity,pm10,,0.000000013,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,EPA (1.4%),Processing,total,pm10,,0.00000013,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EPA (1.4%),Processing,total,pm10,,0.000000145,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EPA (1.4%),Processing: Non-Combustion ,total,pm10,,0.000000019,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EPA (1.4%),Processing: Non-Combustion ,total,pm10,,0.000000019,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EPA (1.4%),Recovery,electricity,pm10,,3.87E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,EPA (1.4%),Recovery,electricity,pm10,,3.87E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,EPA (1.4%),Recovery,total,pm10,,0.000000241,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EPA (1.4%),Recovery,total,pm10,,0.000000814,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Processing,electricity,pm2.5,,5.62E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EPA (1.4%),Processing,electricity,pm2.5,,5.62E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EPA (1.4%),Processing,total,pm2.5,,0.00000012,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Processing,total,pm2.5,,0.000000126,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Processing: Non-Combustion ,total,pm2.5,,9.48E-09,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Processing: Non-Combustion ,total,pm2.5,,9.48E-09,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Recovery,electricity,pm2.5,,1.76E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EPA (1.4%),Recovery,electricity,pm2.5,,1.76E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EPA (1.4%),Recovery,total,pm2.5,,0.000000229,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Recovery,total,pm2.5,,0.000000454,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing,electricity,pm2.5,,5.62E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing,electricity,pm2.5,,5.62E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing,total,pm2.5,,0.00000012,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing,total,pm2.5,,0.000000127,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing: Non-Combustion ,total,pm2.5,,9.48E-09,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing: Non-Combustion ,total,pm2.5,,9.48E-09,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,electricity,pm2.5,,1.72E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Recovery,electricity,pm2.5,,1.72E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,total,pm2.5,,0.000000224,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Recovery,total,pm2.5,,0.000000478,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,EPA (1.4%),Processing,electricity,pm2.5,,5.62E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,EPA (1.4%),Processing,electricity,pm2.5,,5.62E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,EPA (1.4%),Processing,total,pm2.5,,0.000000119,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EPA (1.4%),Processing,total,pm2.5,,0.000000127,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EPA (1.4%),Processing: Non-Combustion ,total,pm2.5,,9.48E-09,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EPA (1.4%),Processing: Non-Combustion ,total,pm2.5,,9.48E-09,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EPA (1.4%),Recovery,electricity,pm2.5,,1.68E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,EPA (1.4%),Recovery,electricity,pm2.5,,1.68E-09,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,EPA (1.4%),Recovery,total,pm2.5,,0.000000219,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EPA (1.4%),Recovery,total,pm2.5,,0.0000005,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Recovery,Residual oil,Residual oil,,0.000256004,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 38 for conventional gas
Conventional,Yes,EPA (1.4%),Recovery,Residual oil,Residual oil,,0.000256004,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 38 for conventional gas
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,Residual oil,Residual oil,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 38 for conventional gas
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Recovery,Residual oil,Residual oil,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 38, 48% conventional, 52% shale"
Shale,No,EPA (1.4%),Recovery,Residual oil,Residual oil,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 38 for shale gas
Shale,Yes,EPA (1.4%),Recovery,Residual oil,Residual oil,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 38 for shale gas
Conventional,No,EPA (1.4%),Processing,electricity,sox,,0.000000178,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EPA (1.4%),Processing,electricity,sox,,0.000000178,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EPA (1.4%),Processing,total,sox,,0.000000463,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Processing,total,sox,,0.000000533,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Processing: Non-Combustion ,total,sox,,0.00000956,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Processing: Non-Combustion ,total,sox,,0.00000956,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EPA (1.4%),Recovery,electricity,sox,,5.57E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EPA (1.4%),Recovery,electricity,sox,,5.57E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EPA (1.4%),Recovery,total,sox,,0.000000493,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EPA (1.4%),Recovery,total,sox,,0.00000305,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing,electricity,sox,,0.000000178,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing,electricity,sox,,0.000000178,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing,total,sox,,0.000000462,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing,total,sox,,0.000000543,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Processing: Non-Combustion ,total,sox,,0.00000956,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Processing: Non-Combustion ,total,sox,,0.00000956,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,electricity,sox,,5.43E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Mix (~50/50 Conventional/Shale),Yes,EPA (1.4%),Recovery,electricity,sox,,5.43E-08,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EPA (1.4%),Recovery,total,sox,,0.00000048,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
